title,type,release_year,runtime (mins),main_genre,countries,streaming_service,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director
Procession,MOVIE,2021,118,documentation,US,Netflix,7.2,1148,6.708,5.8,Robert Greene
Thomas & Friends: All Engines Go - Race for the Sodor Cup,MOVIE,2021,60,animation,US,Netflix,3.7,70,2.434,10,Campbell Bryer
My Bride,MOVIE,2021,93,romance,EG,Netflix,5,327,2.545,5.3,Mohamed Bakir
Shadow Parties,MOVIE,2021,116,action,NG,Netflix,6.2,9,1.286,6.338697778,Yemi Amodu
The Falls,MOVIE,2021,129,drama,TW,Netflix,7,1546,5.971,6.8,Mong-Hong Chung
Convergence: Courage in a Crisis,MOVIE,2021,113,documentation,"GB,US",Netflix,5.4,262,6.589,5.2,Amber Fares
Devdas Brothers,MOVIE,2021,99,drama,US,Netflix,3.3,51,5.4405,6.562987966,Janakiraman
Angeliena,MOVIE,2021,95,comedy,ZA,Netflix,7.3,1164,3.827,6,Uga Carlini
Honey Girls,MOVIE,2021,90,family,US,Netflix,4.7,173,4.527,5.1,Trey Fanjoy
Bright: Samurai Soul,MOVIE,2021,80,fantasy,JP,Netflix,5.5,830,39.563,5.8,Kyohei Ishiguro
"My Brother, My Sister",MOVIE,2021,110,drama,IT,Netflix,6,957,13.875,6.5,Roberto Capucci
A StoryBots Space Adventure,MOVIE,2021,12,animation,US,Netflix,6.408264463,564.5,1.33,6.788790909,David A. Vargas
Swallow,MOVIE,2021,128,drama,US,Netflix,3.5,187,22.059,4.8,Kunle Afolayan
The Four of Us,MOVIE,2021,88,romance,DE,Netflix,5.3,1036,15.115,5.5,Florian Gottschick
Nobody Sleeps in the Woods Tonight 2,MOVIE,2021,97,horror,PL,Netflix,3.9,3641,100.747,4.1,Bartosz M. Kowalski
Grudge,MOVIE,2021,104,thriller,TR,Netflix,5.5,4298,61.563,6.5,Turkan Derya
Escape the Undertaker,MOVIE,2021,31,thriller,US,Netflix,4.2,926,54.755,5.1,Ben Simms
Britney vs. Spears,MOVIE,2021,93,documentation,US,Netflix,6.4,6924,6.985,7.2,Erin Lee Carr
100 días con la Tata,MOVIE,2021,82,documentation,US,Netflix,7.9,299,2.81,7,Miguel Ángel Muñoz
Photocopier,MOVIE,2021,130,drama,ID,Netflix,6.7,3010,54.805,7.007,Wregas Bhanuteja
One Night in Paris,MOVIE,2021,64,comedy,FR,Netflix,4.5,79,3.59,5.8,Mehdi Idir
Meeting Point,MOVIE,2021,90,drama,TR,Netflix,4.2,469,1.443,2,Umut Evirgen
A World Without,MOVIE,2021,106,thriller,ID,Netflix,3.8,357,8.186,4.5,Nia Di Nata
Making Malinche: A Documentary by Nacho Cano,MOVIE,2021,89,documentation,US,Netflix,5.1,34,1.557,6.963309278,Marta Hermida
Sharkdog’s Fintastic Halloween,MOVIE,2021,24,animation,US,Netflix,6.5,37,37.687,3.4,Simon Pike
American Girl,MOVIE,2021,101,drama,TW,Netflix,7.1,1221,2.57,6.6,Feng-I Fiona Roan
Rabbids Invasion - Mission To Mars,MOVIE,2021,70,animation,FR,Netflix,7.8,564.5,4.321,6,Franz Kirchner
Dave Chappelle: The Closer,MOVIE,2021,72,comedy,US,Netflix,8,25873,7.841,7.2,Stan Lathan
Yara,MOVIE,2021,96,drama,IT,Netflix,6.2,4205,21.629,6.3,Marco Tullio Giordana
Meenakshi Sundareshwar,MOVIE,2021,141,romance,IN,Netflix,7.1,17366,2.223,5.2,Vivek Soni
There's Someone Inside Your House,MOVIE,2021,96,horror,US,Netflix,4.8,15380,79.807,5.6,Patrick Brice
This Is Not a Comedy,MOVIE,2021,105,comedy,MX,Netflix,4.9,339,41.331,6.2,Rodrigo Guardiola
Little Big Mouth,MOVIE,2021,94,comedy,ZA,Netflix,3.9,178,17.707,5.2,Gray Hofmeyr
Kaaval,MOVIE,2021,148,thriller,IN,Netflix,5.1,1497,1.978,5.3,Nithin Renji Panicker
Single All the Way,MOVIE,2021,99,romance,CA,Netflix,6.1,15190,40.516,6.5,Michael Mayer
Captain Nova,MOVIE,2021,86,action,NL,Netflix,5.5,1391,7.99,6.2,Maurice Trouwborst
Grumpy Christmas,MOVIE,2021,87,comedy,MX,Netflix,4.4,355,32.532,7.6,Raúl Martínez
A California Christmas: City Lights,MOVIE,2021,105,comedy,US,Netflix,5.5,2231,19.813,6.6,Shaun Paul Piccinino
David and the Elves,MOVIE,2021,106,fantasy,PL,Netflix,5.2,695,51.053,6.1,Michal Rogalski
L.O.L. Surprise: The Movie,MOVIE,2021,47,animation,US,Netflix,3.8,129,109.716,6.9,Alex Kamb
Amina,MOVIE,2021,120,war,NG,Netflix,3.8,311,122.546,6.4,Izu Ojukwu
Story of Dinda: Second Chance of Happiness,MOVIE,2021,59,romance,ID,Netflix,5.6,46,1.205,6.376866667,Ginanti Rona
Shyam Singha Roy,MOVIE,2021,155,drama,IN,Netflix,7.7,11655,6.084,7.3,Rahul Sankrityan
Theo Von: Regular People,MOVIE,2021,61,comedy,US,Netflix,5.1,827,3.436,7,Paul Toogood
Just Short of Perfect,MOVIE,2021,94,comedy,BR,Netflix,5.3,1007,15.364,6.2,Ale McHaddo
Lords of Scam,MOVIE,2021,105,documentation,FR,Netflix,6.3,641,9.583,6.7,Guillaume Nicloux
Sex: Unzipped,MOVIE,2021,59,comedy,US,Netflix,2.5,411,3.031,3.8,Ben Turner
Game Changer,MOVIE,2021,102,crime,TH,Netflix,4.1,113,3.203,6.6,
Puff: Wonders of the Reef,MOVIE,2021,59,documentation,"AU,US",Netflix,7.1,796,20.188,7.8,Nick Robinson
14 Peaks: Nothing Is Impossible,MOVIE,2021,101,documentation,US,Netflix,7.7,24213,22.226,7.5,Torquil Jones
Haroun,MOVIE,2021,76,comedy,FR,Netflix,6.3,68,2.093,6.8,Seralf Flares
Camp Confidential: America's Secret Nazis,MOVIE,2021,34,documentation,US,Netflix,6.3,1180,14.501,7.1,Mor Loushy
Never Back Down: Revolt,MOVIE,2021,89,action,US,Netflix,4,535,81.744,6.6,Kellie Madison
Johnny Test's Ultimate Meatloaf Quest,MOVIE,2021,20,animation,US,Netflix,7.1,26,4.274,2.5,Jim Miller
Angèle,MOVIE,2021,84,documentation,"FR,BE",Netflix,7,518,4.432,7.1,Sébastien Rensonnet
Montford: The Chickasaw Rancher,MOVIE,2021,96,western,US,Netflix,6.6,719,4.098,6,Nathan Frankowski
Izla,MOVIE,2021,85,horror,PH,Netflix,3.7,115,2.356,5.3,Barry Gonzalez
Will You Marry?,MOVIE,2021,86,romance,PH,Netflix,4.9,58,1.304,5,Veronica Velasco
A Naija Christmas,MOVIE,2021,121,comedy,NG,Netflix,4.7,342,18.261,7,Kunle Afolayan
Carlos Ballarta: False Prophet,MOVIE,2021,63,comedy,MX,Netflix,6.7,132,3.738,5.2,Raúl Campos
The Whole Truth,MOVIE,2021,125,drama,TH,Netflix,5.1,3323,149.152,6.3,Wisit Sasanatieng
Only You,MOVIE,2021,110,comedy,PH,Netflix,6.5,73,2.083,6,Marla Ancheta
Michael Che: Shame the Devil,MOVIE,2021,58,comedy,US,Netflix,6.4,1091,3.478,7.2,Kristian Mercado
Anonymously Yours,MOVIE,2021,101,drama,MX,Netflix,5.7,1718,43.391,7.8,Maria Torres
The Princess Switch 3: Romancing the Star,MOVIE,2021,106,comedy,US,Netflix,5.5,5728,39.432,6.9,Mike Rohl
Nicole Byer: BBW (Big Beautiful Weirdo),MOVIE,2021,65,comedy,US,Netflix,5.7,527,3.015,7,Betsy Thomas
Mo Amer: Mohammed in Texas,MOVIE,2021,64,comedy,US,Netflix,6.5,652,2.831,4.3,Jay Chapman
Jonas Brothers Family Roast,MOVIE,2021,68,comedy,US,Netflix,5.2,1647,5.159,7.2,Alex Van Wagner
Hilda and the Mountain King,MOVIE,2021,85,fantasy,"CA,GB",Netflix,7.7,2408,67.409,7.6,Andy Coyle
Carolin Kebekus: The Last Christmas Special,MOVIE,2021,66,comedy,US,Netflix,4.7,98,1.925,5.5,
Jim Gaffigan: Comedy Monster,MOVIE,2021,70,comedy,US,Netflix,6.8,1658,3.435,6.7,Jim Gaffigan
Love Is Color Blind,MOVIE,2021,115,comedy,PH,Netflix,6.1,661,1.829,8,John Leo Garcia
Jimmy Carr: His Dark Material,MOVIE,2021,59,comedy,GB,Netflix,7.1,4775,4.254,6.6,Brian Klein
Death to 2021,MOVIE,2021,60,comedy,"GB,US",Netflix,6.3,14529,8.126,6,Jack Clough
Image of Victory,MOVIE,2021,128,war,IL,Netflix,7.5,178,2.711,7,Avi Nesher
137 Shots,MOVIE,2021,104,documentation,US,Netflix,6.2,869,2.992,6.9,Michael Milano
StarBeam: Beaming in the New Year,MOVIE,2021,47,animation,US,Netflix,5.5,36,1.532,10,Jon Izen
Cem Yılmaz: Diamond Elite Platinum Plus,MOVIE,2021,94,comedy,TR,Netflix,6.6,7921,2.736,5.8,Cem Yilmaz
Kadaseela Biriyani,MOVIE,2021,115,drama,IN,Netflix,7.5,1315,1.627,7.7,Nishanth Kalidindi
The Trip 6,MOVIE,2021,97,comedy,CO,Netflix,3.2,180,341.163,7.3,Rodrigo Triana
Daiki Tsuneta: Tokyo Chaotic,MOVIE,2021,89,documentation,JP,Netflix,7.5,19,1.853,7,
Chief Daddy 2: Going for Broke,MOVIE,2021,112,comedy,NG,Netflix,3,144,74.519,5.7,Niyi Akinmolayan
The Characters of the Continent,MOVIE,2021,9,documentation,US,Netflix,6.6,61,1.563,6.963309278,
The Hand of God: Through the Eyes of Sorrentino,MOVIE,2021,8,documentation,IT,Netflix,7.1,10,2.118,6.4,Emmanuel Barnault
My Best Friend Anne Frank,MOVIE,2021,103,drama,NL,Netflix,6.2,4035,14.03,6.6,Ben Sombogaart
"From Meir, to Meir",MOVIE,2021,62,documentation,EG,Netflix,6.934236453,1180,0.694,6.963309278,Maggie Morgan
Av: The Hunt,MOVIE,2021,86,thriller,TR,Netflix,5.5,344,5.264,6,Emre Akay
The Turning Point,MOVIE,2021,90,drama,IT,Netflix,6.1,621,5.561,6.7,Riccardo Antonaroli
Social Man,MOVIE,2021,96,comedy,US,Netflix,6.125512295,1634,3.8245,6.306750526,Ali Bin Matar
Mixtape,MOVIE,2021,94,comedy,US,Netflix,6.6,3329,16.314,7.1,Valerie Weiss
Sing 2,MOVIE,2021,110,comedy,US,Netflix,7.4,58423,545.619,8.052,Garth Jennings
Vivo,MOVIE,2021,103,family,US,Netflix,6.7,18238,101.83,7.5,Kirk DeMicco
The Loud House Movie,MOVIE,2021,83,comedy,US,Netflix,6.1,2027,88.011,7.6,Dave Needham
Oxygen,MOVIE,2021,100,scifi,"FR,US",Netflix,6.5,37871,44.5,6.635,Alexandre Aja
Monster,MOVIE,2021,98,drama,"CA,US",Netflix,6.5,5770,14.441,6.5,Anthony Mandler
The Mitchells vs. the Machines,MOVIE,2021,109,comedy,US,Netflix,7.6,103825,35.602,8,Michael Rianda
Red Notice,MOVIE,2021,117,thriller,US,Netflix,6.3,264194,311.673,6.775,Rawson Marshall Thurber
Peter Rabbit 2: The Runaway,MOVIE,2021,93,fantasy,"AU,US",Netflix,6.2,11233,130.318,7.2,Will Gluck
The Woman in the Window,MOVIE,2021,100,drama,US,Netflix,5.7,72490,23.639,6.1,Joe Wright
Anne+,MOVIE,2021,94,drama,NL,Netflix,6,1425,7.986,6,Valerie Bisscheroux
This Is the Night,MOVIE,2021,100,drama,US,Netflix,5.4,626,5.428,7.2,James DeMonaco
Wish Dragon,MOVIE,2021,99,fantasy,"US,CN",Netflix,7.2,25743,135.036,8.047,Chris Appelhans
Major Grom: Plague Doctor,MOVIE,2021,136,action,RU,Netflix,6.3,11939,170.53,6.7,Oleg Trofim
Army of the Dead,MOVIE,2021,148,horror,US,Netflix,5.7,169348,131.869,6.3,Zack Snyder
Space Sweepers,MOVIE,2021,136,scifi,KR,Netflix,6.5,25178,65.593,7.147,Sung-hee Jo
The Lovebirds,MOVIE,2021,87,romance,US,Netflix,6,25697,9.076,5.8,Michael Showalter
Sooryavanshi,MOVIE,2021,145,action,IN,Netflix,6.3,75952,121.867,5.7,Rohit Shetty
Passing,MOVIE,2021,98,drama,"US,CA,GB",Netflix,6.7,13803,29.687,6.451,Rebecca Hall
83,MOVIE,2021,163,drama,IN,Netflix,7.5,35093,10.441,7,Kabir Khan
Super Me,MOVIE,2021,102,action,CN,Netflix,5.8,1605,41.515,7.7,Chong Zhang
Gunpowder Milkshake,MOVIE,2021,114,action,"FR,DE,US",Netflix,6,42709,106.522,6.398,Navot Papushado
Fear Street: Part One - 1994,MOVIE,2021,107,drama,US,Netflix,6.2,77401,123.091,6.766,Leigh Janiak
Schumacher,MOVIE,2021,112,sport,DE,Netflix,7.4,22280,14.35,7.4,Hanns-Bruno Kammertöns
The Power of the Dog,MOVIE,2021,126,drama,"GB,AU,CA,GR,NZ",Netflix,6.8,164844,41.183,6.8,Jane Campion
A Boy Called Christmas,MOVIE,2021,106,drama,GB,Netflix,6.7,21085,60.608,7.507,Gil Kenan
The 8th Night,MOVIE,2021,115,thriller,KR,Netflix,5.3,3332,43.698,6.1,Kim Tae-hyung
Prayers for the Stolen,MOVIE,2021,110,drama,"BR,DE,QA,MX,US,CH,AR",Netflix,7.3,1729,16.208,7.8,Tatiana Huezo
The Getaway King,MOVIE,2021,100,drama,PL,Netflix,6.5,1812,5.27,6.8,Mateusz Rakowicz
Furioza,MOVIE,2021,139,crime,PL,Netflix,6.2,4129,14.047,6.2,Cyprian T. Olencki
Fear Street: Part Two - 1978,MOVIE,2021,109,drama,US,Netflix,6.7,60682,116.422,7.3,Leigh Janiak
The Harder They Fall,MOVIE,2021,139,action,US,Netflix,6.5,59833,114.813,6.746,Jeymes Samuel
What Happened to Mr Cha?,MOVIE,2021,102,comedy,KR,Netflix,4.3,357,9.066,6.9,Dong-kyu Kim
Things Heard & Seen,MOVIE,2021,121,horror,US,Netflix,5.3,30703,14.718,5.8,Shari Springer Berman
Seal Team,MOVIE,2021,101,animation,ZA,Netflix,5.5,1350,99.808,7.1,Greig Cameron
The Ice Road,MOVIE,2021,109,action,US,Netflix,5.6,38927,35.718,7.009,Jonathan Hensleigh
My Little Pony: A New Generation,MOVIE,2021,91,music,"IE,US,CA",Netflix,6.8,3657,88.17,8,Robert Cullen
Layla Majnun,MOVIE,2021,119,romance,ID,Netflix,6,277,2.727,7.5,Monty Tiwa
Tersanjung: The Movie,MOVIE,2021,114,drama,ID,Netflix,5.8,216,2.747,8.2,Pandu Adjisurya
Rurouni Kenshin: The Beginning,MOVIE,2021,138,action,JP,Netflix,7.4,8273,124.417,7.8,Keishi Otomo
Thalaivii,MOVIE,2021,153,drama,IN,Netflix,5.9,30621,2.301,5,A.L. Vijay
The Shadow in My Eye,MOVIE,2021,107,war,DK,Netflix,7.3,9462,22.432,7.742,Ole Bornedal
Don't Look Up,MOVIE,2021,138,comedy,US,Netflix,7.2,515337,120.874,7.208,Adam McKay
Jagame Thandhiram,MOVIE,2021,158,comedy,"GB,IN",Netflix,5.8,11731,12.421,6.4,Karthik Subbaraj
Rurouni Kenshin: The Final,MOVIE,2021,139,drama,JP,Netflix,7.2,8614,64.962,7.9,Keishi Otomo
Stowaway,MOVIE,2021,117,thriller,"DE,US",Netflix,5.6,45090,23.376,5.875,Joe Penna
To All the Boys: Always and Forever,MOVIE,2021,115,romance,US,Netflix,6.3,25191,53.199,7.7,Michael Fimognari
Worth,MOVIE,2021,118,drama,"CA,GB,US",Netflix,6.8,13524,14.465,6.8,Sara Colangelo
Sweet & Sour,MOVIE,2021,102,comedy,KR,Netflix,6.7,2508,57.384,7.8,Kae-Byeok Lee
The God Committee,MOVIE,2021,98,drama,US,Netflix,5.8,3964,13.632,7.1,Austin Stark
Finding ʻOhana,MOVIE,2021,123,action,US,Netflix,6.1,10056,50.07,6.5,Jude Weng
Ali & Ratu Ratu Queens,MOVIE,2021,100,drama,ID,Netflix,7,1233,1.801,7.1,Lucky Kuswandi
Extinct,MOVIE,2021,85,animation,"CA,CN,US",Netflix,5.4,2590,61.643,6.4,David Silverman
Haseen Dillruba,MOVIE,2021,135,romance,IN,Netflix,6.9,26194,15.216,6.4,Vinil Mathew
Pagglait,MOVIE,2021,114,comedy,IN,Netflix,6.9,9287,3.997,7.1,Umesh Bist
A Week Away,MOVIE,2021,94,drama,US,Netflix,5.7,4608,30.453,7,Roman White
Autumn Girl,MOVIE,2021,105,drama,PL,Netflix,5.4,560,4.521,6,Katarzyna Klimkiewicz
Xtreme,MOVIE,2021,111,action,ES,Netflix,5.8,4351,31.451,6.6,Daniel Benmayor
Sounds Like Love,MOVIE,2021,110,comedy,ES,Netflix,5.4,2135,31.672,6.6,Juana Macías
Most Eligible Bachelor,MOVIE,2021,170,drama,IN,Netflix,6.1,3261,2.675,5.7,Bommarillu Baskar
The Heartbreak Club,MOVIE,2021,101,comedy,ID,Netflix,6.3,196,1.401,8,Bagus Bramanti
The Perfect Family,MOVIE,2021,110,comedy,ES,Netflix,5.3,1931,3.8245,6.306750526,Arantxa Echevarría
Mobile Suit Gundam Hathaway,MOVIE,2021,96,scifi,JP,Netflix,6.6,1400,261.753,7.6,Shûkô Murase
"Vengeance Is Mine, All Others Pay Cash",MOVIE,2021,114,romance,ID,Netflix,7,559,2.51,7.8,Edwin
Caught by a Wave,MOVIE,2021,99,romance,IT,Netflix,5.7,1289,24.706,6.7,Massimiliano Camaiti
Laabam,MOVIE,2021,144,drama,IN,Netflix,3.4,799,2.339,5,Aalayamani
Pray Away,MOVIE,2021,101,documentation,US,Netflix,6.5,2888,10.176,7,Kristine Stolakis
Lulli,MOVIE,2021,90,fantasy,BR,Netflix,4.8,1452,36.942,5.9,César Rodrigues
Penguin Bloom,MOVIE,2021,95,drama,"AU,US",Netflix,6.8,10148,24.152,7.1,Glendyn Ivin
The Summit of the Gods,MOVIE,2021,95,animation,"LU,FR",Netflix,7.5,5485,8.906,7.9,Patrick Imbert
Sweet Girl,MOVIE,2021,110,action,US,Netflix,5.5,31312,106.627,6.7,Brian Andrew Mendoza
C/O Kaadhal,MOVIE,2021,134,drama,US,Netflix,7.7,348,5.4405,6.562987966,Jasti Hemambar
7 Yards: The Chris Norton Story,MOVIE,2021,93,documentation,US,Netflix,7.8,258,1.788,7.3,Jonathon Link
Just Say Yes,MOVIE,2021,97,comedy,NL,Netflix,4.5,1968,47.626,6.533,Appie Boudellah
Bruised,MOVIE,2021,129,drama,"GB,US",Netflix,6.1,14293,29.914,7,Halle Berry
Geez & Ann,MOVIE,2021,105,drama,ID,Netflix,5,290,3.238,7.2,Rizki Balki
And Tomorrow the Entire World,MOVIE,2021,111,romance,"FR,DE",Netflix,6,3172,6.581,5.7,Julia von Heinz
Final Account,MOVIE,2021,94,documentation,"GB,US",Netflix,7.1,1042,3.38,7.1,Luke Holland
The Kissing Booth 3,MOVIE,2021,112,romance,"ZA,GB,US",Netflix,4.7,16307,93.277,7.1,Vince Marcello
The Block Island Sound,MOVIE,2021,98,scifi,US,Netflix,5.3,7778,8.983,5.3,Kevin McManus
A Family,MOVIE,2021,136,crime,JP,Netflix,7,2268,4.822,7.2,Michihito Fujii
The Alpinist,MOVIE,2021,92,documentation,"AT,GB,US",Netflix,8,8048,8.534,7.7,Peter Mortimer
Accomplice,MOVIE,2021,52,documentation,"US,IL",Netflix,7.2,380,3.384,7.8,Jeremy Grant
Vicky and Her Mystery,MOVIE,2021,84,drama,FR,Netflix,6.4,1900,75.025,7.2,Denis Imbert
Below Zero,MOVIE,2021,106,action,ES,Netflix,6.2,19201,49.755,6.4,Lluís Quílez
The White Tiger,MOVIE,2021,125,drama,"SG,US,IN",Netflix,7.1,59441,19.472,6.955,Ramin Bahrani
Skater Girl,MOVIE,2021,107,drama,"US,IN",Netflix,6.6,4289,12.433,7.5,Manjari Makijany
The Secret Diary of an Exchange Student,MOVIE,2021,96,comedy,BR,Netflix,5.3,890,6.139,6.6,Bruno Garotti
Love Me Instead,MOVIE,2021,124,drama,TR,Netflix,7,2592,14.629,6.7,Mehmet Ada Öztekin
My Amanda,MOVIE,2021,89,drama,PH,Netflix,5.7,308,2.908,5.7,Alessandra de Rossi
Spoiled Brats,MOVIE,2021,95,comedy,FR,Netflix,6.1,5688,74.388,6.3,Nicolas Cuche
Child of Kamiari Month,MOVIE,2021,99,fantasy,JP,Netflix,5.8,751,6.608,6.3,Takana Shirai
Kuthiraivaal,MOVIE,2021,125,drama,IN,Netflix,5.6,233,5.4405,6.562987966,Manoj Leonel Jason
Chandigarh Kare Aashiqui,MOVIE,2021,117,romance,IN,Netflix,6.8,13203,3.723,6.7,Abhishek Kapoor
Trollhunters: Rise of the Titans,MOVIE,2021,104,animation,US,Netflix,6.7,4818,88.183,7.8,Johane Matte
Brother in Love 2,MOVIE,2021,118,comedy,TR,Netflix,6.5,2328,2.537,6.5,Onur Bilgetay
Don't Kill Me,MOVIE,2021,90,fantasy,IT,Netflix,4.3,1769,10.329,4,Andrea De Sica
The Fable: The Killer Who Doesn't Kill,MOVIE,2021,132,action,JP,Netflix,6.8,1486,5.818,6.9,Kan Eguchi
Octonauts: The Ring of Fire,MOVIE,2021,72,animation,"CN,GB",Netflix,6.4,137,5.576,6.8,Blair Simmons
Malcolm & Marie,MOVIE,2021,106,romance,US,Netflix,6.6,36395,22.675,7.1,Sam Levinson
Asakusa Kid,MOVIE,2021,123,drama,JP,Netflix,7.1,1223,51.832,6.8,Gekidan Hitori
Robin Robin,MOVIE,2021,30,animation,GB,Netflix,7.2,1533,46.42,7.1,Michael Please
"tick, tick... BOOM!",MOVIE,2021,121,drama,US,Netflix,7.5,98370,33.246,7.8,Lin-Manuel Miranda
Red Dot,MOVIE,2021,86,thriller,SE,Netflix,5.5,13322,54.3,5.9,Alain Darborg
Homunculus,MOVIE,2021,119,thriller,JP,Netflix,5.5,2749,14.111,5.88,Takashi Shimizu
The Soul,MOVIE,2021,130,scifi,"TW,CN",Netflix,6.6,2791,5.521,7.2,Wei-Hao Cheng
Double Dad,MOVIE,2021,103,comedy,BR,Netflix,5.6,1290,12.143,6.7,Cris D'Amato
The Last Letter From Your Lover,MOVIE,2021,109,drama,"GB,CA",Netflix,6.6,17099,26.67,7.5,Augustine Frizzell
Stuck Apart,MOVIE,2021,96,comedy,TR,Netflix,6,10515,7.403,6.2,Durul Taylan
The Minimalists: Less Is Now,MOVIE,2021,53,documentation,US,Netflix,5.9,4108,7.565,6.5,Matt D'Avella
Outside the Wire,MOVIE,2021,116,action,US,Netflix,5.4,42078,87.801,6.4,Mikael Håfström
"Crack: Cocaine, Corruption & Conspiracy",MOVIE,2021,89,documentation,US,Netflix,6.7,3324,13.076,6.6,Stanley Nelson
Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,2021,90,documentation,US,Netflix,7.7,750,4.916,7.1,Mariem Pérez Riera
Misha and the Wolves,MOVIE,2021,90,documentation,"BE,GB,DE",Netflix,6.7,2474,12.641,7.2,Sam Hobkinson
Prime Time,MOVIE,2021,93,thriller,PL,Netflix,5.2,1796,19.187,5.1,Jakub Piatek
The Sparks Brothers,MOVIE,2021,140,documentation,"GB,US",Netflix,7.8,4663,6.784,7.3,Edgar Wright
Amy Tan: Unintended Memoir,MOVIE,2021,101,documentation,US,Netflix,7.7,321,4.121,8.3,James Redford
Coming Home in the Dark,MOVIE,2021,93,thriller,NZ,Netflix,5.7,5114,11.156,5.7,James Ashcroft
The Devil Below,MOVIE,2021,89,horror,US,Netflix,4.2,4366,7.841,5.1,Bradley Parker
The Seventh Day,MOVIE,2021,87,horror,US,Netflix,4.5,4403,60.598,5.5,Justin P. Lange
Princess 'Daya'Reese,MOVIE,2021,115,comedy,PH,Netflix,7.1,50,1.383,6.306750526,Barry Gonzalez
Crazy About Her,MOVIE,2021,102,romance,ES,Netflix,6.6,5435,27.193,7.2,Dani de la Orden
"Strip Down, Rise Up",MOVIE,2021,112,documentation,US,Netflix,5.2,656,15.961,7,Michèle Ohayon
I Missed You,MOVIE,2021,96,drama,TW,Netflix,5.7,250,2.451,6.3,Chih-Yen Hsu
Gatao: The Last Stray,MOVIE,2021,120,action,TW,Netflix,5.9,266,3.141,4.9,Jui-Chih Chiang
The Guilty,MOVIE,2021,91,drama,US,Netflix,6.3,117984,33.761,6.4,Antoine Fuqua
Tribhanga,MOVIE,2021,95,drama,IN,Netflix,6.2,2922,4.294,7,Renuka Shahane
Madam Chief Minister,MOVIE,2021,123,drama,IN,Netflix,4.8,1769,2.301,6.7,Subhash Kapoor
Chris Rock Total Blackout: The Tamborine Extended Cut,MOVIE,2021,97,comedy,US,Netflix,7.1,341,1.4,6.306750526,Chris Rock
June & Kopi,MOVIE,2021,90,drama,ID,Netflix,6.3,554,2.766,7,Noviandra Santosa
Tony Parker: The Final Shot,MOVIE,2021,98,documentation,FR,Netflix,6.8,1400,7.313,7.2,Florent Bodin
Wish You,MOVIE,2021,101,drama,KR,Netflix,6.4,900,6.996,8,Do Joon Sung
Creating The Queen's Gambit,MOVIE,2021,14,documentation,US,Netflix,6.9,609,10.374,8,
The Girl on the Train,MOVIE,2021,128,drama,IN,Netflix,4.4,14348,16.169,5.9,Ribhu Dasgupta
The Last Paradiso,MOVIE,2021,107,drama,IT,Netflix,5.6,1350,16.792,5.9,Rocco Ricciardulli
Paper Lives,MOVIE,2021,96,drama,TR,Netflix,6.6,12034,21.221,8.2,Can Ulkay
Pelé,MOVIE,2021,108,documentation,GB,Netflix,7,4256,19.653,7.5,Ben Nicholas
The Hand of God,MOVIE,2021,130,drama,IT,Netflix,7.4,30235,34.74,7.6,Paolo Sorrentino
Yes Day,MOVIE,2021,86,comedy,US,Netflix,5.7,23625,32.951,6.9,Miguel Arteta
Confessions of an Invisible Girl,MOVIE,2021,91,comedy,BR,Netflix,5.2,1051,43.041,6.9,Bruno Garotti
The Dig,MOVIE,2021,112,history,GB,Netflix,7.1,73079,20.072,6.9,Simon Stone
Cousins,MOVIE,2021,98,drama,NZ,Netflix,6.9,503,1.706,7.3,Ainsley Gardiner
The Tambour of Retribution,MOVIE,2021,92,drama,SA,Netflix,6.8,1007,1.971,7.5,Abdulaziz Alshlahei
Cosmic Sin,MOVIE,2021,88,action,US,Netflix,2.5,12517,98.432,4.2,Edward Drake
Long Story Short,MOVIE,2021,90,fantasy,AU,Netflix,6.5,4995,59.305,7,Josh Lawson
"Our Lady of San Juan, Four Centuries of Miracles",MOVIE,2021,122,drama,MX,Netflix,6.2,82,8.236,7.8,Francisco Pérez
Animals on the Loose: A You vs. Wild Interactive Movie,MOVIE,2021,45,action,US,Netflix,5.8,949,3.105,5.7,Ben Simms
Still Out of My League,MOVIE,2021,113,romance,IT,Netflix,5.5,810,50.814,6.7,Claudio Norza
Tuesdays And Fridays,MOVIE,2021,106,romance,"GB,IN",Netflix,4.4,792,1.589,5.3,Taranveer Singh
The Misadventures of Hedi and Cokeman,MOVIE,2021,99,action,FR,Netflix,4.4,641,19.908,6.338697778,Julien Hollande
Hate by Dani Rovira,MOVIE,2021,82,comedy,ES,Netflix,6.7,422,11.023,7.4,Mario Briongos
Doctor,MOVIE,2021,150,action,IN,Netflix,7.5,15385,3.878,6.7,Nelson Dilipkumar
More the Merrier,MOVIE,2021,112,romance,ES,Netflix,5.4,3302,83.397,6.7,Paco Caballero
The Humans & the Mongoose,MOVIE,2021,120,comedy,EG,Netflix,5.4,995,3.781,5,Sharif Arafah
Here and There,MOVIE,2021,98,drama,PH,Netflix,6.7,52,0.933,4.7,Jaime Habac Jr.
Sentinelle,MOVIE,2021,80,thriller,FR,Netflix,4.7,7844,59.784,5.9,Julien Leclercq
Brian Regan: On the Rocks,MOVIE,2021,58,comedy,US,Netflix,6.8,619,1.875,6.8,Troy Miller
